,Addresses,Token,Blockchain_1,Blockchain_2,Blockchain_3,Blockchain_4,Blockchain_5,TxID_1,TxID_2,TxID_3,TxID_4
23,0x30cb2c51fc4f031fa5f326d334e1f5da00e19ab5,ALPACA,BNB CHAIN,Fantom,BNB CHAIN,Fantom,BNB CHAIN,620e84a762d48eee70ee318c,620e899962d48eee70ee340b,620e8a2762d48eee70ee3443,620e8b0362d48eee70ee34b2
24,0x30cb2c51fc4f031fa5f326d334e1f5da00e19ab5,ALPACA,Fantom,BNB CHAIN,Fantom,BNB CHAIN,Fantom,620e899962d48eee70ee340b,620e8a2762d48eee70ee3443,620e8b0362d48eee70ee34b2,620e8ef362d48eee70ee36cf
25,0x280bd4eb784f3d9947efb0c7d4c4928c5037e4a8,USDC,Fantom,BNB CHAIN,Fantom,BNB CHAIN,Fantom,620fac6a11d45e0a496701ab,620ffa1f11d45e0a496732d2,6210b02d11d45e0a4967703d,6211880e11d45e0a49681f19
26,0x280bd4eb784f3d9947efb0c7d4c4928c5037e4a8,USDC,BNB CHAIN,Fantom,BNB CHAIN,Fantom,Avalanche,620ffa1f11d45e0a496732d2,6210b02d11d45e0a4967703d,6211880e11d45e0a49681f19,6211f00511d45e0a496862c1
27,0xa311f7ca3eb2fb98123a807f9b8e4bbbdbdcb2ee,MCRT,BNB CHAIN,Fantom,BNB CHAIN,Fantom,BNB CHAIN,620bd619854f936fad898cd9,620be706d3ea681f35ebf5eb,620c38b6854f936fad89a4b6,620c45b3d3ea681f35ec05dd
28,0x876cf8dcb8262398885bb2e1fb025fb2c1756164,USDC,Avalanche,BNB CHAIN,Avalanche,BNB CHAIN,Avalanche,620f681711d45e0a4966ee8e,620f8f5811d45e0a4966fb60,620ff54311d45e0a49673089,6210182c11d45e0a4967389d
29,0x876cf8dcb8262398885bb2e1fb025fb2c1756164,USDC,BNB CHAIN,Avalanche,BNB CHAIN,Avalanche,Fantom,620f8f5811d45e0a4966fb60,620ff54311d45e0a49673089,6210182c11d45e0a4967389d,6210b1ee11d45e0a49677072
30,0x7c17751ae1d8a65cc51752894b54bd2b7f073651,USDC,Ethereum,Fantom,Ethereum,Fantom,Ethereum,620cb1c2d3ea681f35ec14f8,620cd349d3ea681f35ec1999,620d9a47d3ea681f35ec3aad,620dca52d3ea681f35ec4128
31,0x7c17751ae1d8a65cc51752894b54bd2b7f073651,USDC,Fantom,Ethereum,Fantom,Ethereum,Fantom,620cd349d3ea681f35ec1999,620d9a47d3ea681f35ec3aad,620dca52d3ea681f35ec4128,620dee31dcf15fd1a427f9d7
32,0xbd6c1e096c66d4fd93d71cfc270387c9f8236cf9,WBTC,Fantom,BNB CHAIN,Fantom,BNB CHAIN,Fantom,620a287b854f936fad88c57f,620b16c6854f936fad8949ca,620b1a25854f936fad894a5c,620b8b7a854f936fad896b7a
33,0x987e1a3c272420f2a4c2d3ca7ac3d9350bda2f70,USDC,Fantom,BNB CHAIN,Fantom,BNB CHAIN,Fantom,620fcef69e1cf703a57a1960,621058be9e1cf703a57a2c39,621133369e1cf703a57a4a74,62117f999e1cf703a57a5563
34,0x47a3ed852e37477cf1ba297f8288e06230b2d543,USDC,Fantom,BNB CHAIN,Fantom,BNB CHAIN,Avalanche,620e7cc862d48eee70ee2e1c,620e7dcf62d48eee70ee2e8b,620e7e7362d48eee70ee2ed6,620e81f262d48eee70ee3045
35,0xf2ce52e3d0eb5d237341c9a75ca24647d87d7e55,FABRIC,Ethereum,BNB CHAIN,Ethereum,BNB CHAIN,Ethereum,62095e7d2219a24b7e94c02e,620a10aa854f936fad88bfe2,620a10fd854f936fad88bfea,620a1172854f936fad88bffb
36,0xb9b9161c6440353d30e06f6a3f93cd43bd1e3907,USDT,Fantom,BNB CHAIN,Avalanche,BNB CHAIN,Avalanche,620e100adcf15fd1a427fdde,620e3195dcf15fd1a4280225,620ef90bdcf15fd1a4282178,620f716d9e1cf703a57a0a1e
37,0xb9b9161c6440353d30e06f6a3f93cd43bd1e3907,USDT,BNB CHAIN,Avalanche,BNB CHAIN,Avalanche,BNB CHAIN,620e3195dcf15fd1a4280225,620ef90bdcf15fd1a4282178,620f716d9e1cf703a57a0a1e,620f71ea9e1cf703a57a0a33
38,0xb9b9161c6440353d30e06f6a3f93cd43bd1e3907,USDT,Avalanche,BNB CHAIN,Avalanche,BNB CHAIN,Avalanche,620ef90bdcf15fd1a4282178,620f716d9e1cf703a57a0a1e,620f71ea9e1cf703a57a0a33,620fac869e1cf703a57a1294
39,0x531f001a4d10c21cdcc7dee8a6f25000a1c97408,MIM,Fantom,Avalanche,Fantom,Avalanche,Fantom,620b4b68d3ea681f35ebdad8,620b4e3dd3ea681f35ebdb41,620bc9c1d3ea681f35ebf006,620bfaf5d3ea681f35ebf9a7
40,0x0b7abcd0a947ee625a898642ebe24bcdb3a1848a,USDT,BNB CHAIN,Polygon,Avalanche,BNB CHAIN,Avalanche,621266bb11d45e0a496894d4,6212686f11d45e0a49689532,62126b6011d45e0a496895e4,6213109711d45e0a4968c0c5
41,0xc844b9c517c521f745384f2404449fd92b2de152,USDT,Avalanche,Fantom,BNB CHAIN,Fantom,BNB CHAIN,620bcf39854f936fad898a76,620c99d926b3d8ba9857d03c,620cfdf53c8253c5fb8b8802,620d12db3c8253c5fb8b8df0
42,0xb88e3cad12aba4ec40ad3aebe139bf3919344099,USDT,BNB CHAIN,Avalanche,BNB CHAIN,Avalanche,BNB CHAIN,620f53a011d45e0a4966e0ab,620f80a711d45e0a4966f71d,620fb4e811d45e0a49670691,620fb8fc11d45e0a4967093e
43,0x9183e1b9670d2758065c7181e26c09f7fd14be31,USDT,BNB CHAIN,Fantom,Avalanche,Fantom,BNB CHAIN,62104a099e1cf703a57a2a78,62104a329e1cf703a57a2a82,62112b749e1cf703a57a48fb,6211583b9e1cf703a57a4fda
44,0xb324a5c8e61dba2a4a03a053f8c42629a0226d56,USDC,BNB CHAIN,Fantom,Polygon,BNB CHAIN,Polygon,620d1a8a3c8253c5fb8b90a8,620d1be33c8253c5fb8b915f,620d20b43c8253c5fb8b92aa,620d2afa3c8253c5fb8b9470
45,0xb324a5c8e61dba2a4a03a053f8c42629a0226d56,USDC,Fantom,Polygon,BNB CHAIN,Polygon,Fantom,620d1be33c8253c5fb8b915f,620d20b43c8253c5fb8b92aa,620d2afa3c8253c5fb8b9470,620d2cd43c8253c5fb8b94c5
46,0x81c4a126b101ef7eb6d54bc0d6e88465c265bd91,USDC,Fantom,BNB CHAIN,Fantom,Avalanche,Fantom,62120f4d9e1cf703a57a6804,62122e7f9e1cf703a57a6c32,62122ebe9e1cf703a57a6c3b,621230d99e1cf703a57a6c86
47,0x0000023cbc437683aec074e3cb75ad38ae2e87e1,USDT,Ethereum,Polygon,BNB CHAIN,Polygon,BNB CHAIN,620a155d854f936fad88c071,620a1604854f936fad88c07d,620a17da854f936fad88c12b,620a18b1854f936fad88c1b8
48,0x113708f56cef3d197390c1f1e2ed305ed21a1fb4,MRFI,BNB CHAIN,Avalanche,BNB CHAIN,Avalanche,BNB CHAIN,620cfb163c8253c5fb8b873f,620cfe66d3ea681f35ec1f7f,620d64a63c8253c5fb8bb3e5,620db44cd3ea681f35ec3e57
49,0x113708f56cef3d197390c1f1e2ed305ed21a1fb4,DERC,Polygon,BNB CHAIN,Polygon,BNB CHAIN,Polygon,620ee58a62d48eee70ee5fbf,620ef9a962d48eee70ee6678,620f024e62d48eee70ee6a63,620f17f562d48eee70ee756b
50,0xeaff63f297b2947eb3a422c273b87b4f8f96bf57,MIM,Avalanche,BNB CHAIN,Avalanche,BNB CHAIN,Avalanche,620bdf93854f936fad898ebb,620bea85854f936fad899196,620bf14d854f936fad8992f9,620c7c50854f936fad89c7f1
51,0xeaff63f297b2947eb3a422c273b87b4f8f96bf57,MIM,BNB CHAIN,Avalanche,BNB CHAIN,Avalanche,BNB CHAIN,620bea85854f936fad899196,620bf14d854f936fad8992f9,620c7c50854f936fad89c7f1,620c959426b3d8ba9857cedc
52,0xeaff63f297b2947eb3a422c273b87b4f8f96bf57,MIM,Avalanche,BNB CHAIN,Avalanche,BNB CHAIN,Avalanche,620bf14d854f936fad8992f9,620c7c50854f936fad89c7f1,620c959426b3d8ba9857cedc,620d24883c8253c5fb8b9375
53,0x8c431842b92b6294e7bc55f09bc76301fa7cab39,MIM,Avalanche,Fantom,Avalanche,Fantom,Avalanche,62100f6511d45e0a49673665,62104a2111d45e0a49674d7a,62105a9b11d45e0a496755a3,621072c411d45e0a49676762
54,0x3c5c33b177e26627a18e2e81ff94bfd3cbee4ac5,BELUGA,BNB CHAIN,Fantom,BNB CHAIN,Fantom,BNB CHAIN,620b66a7854f936fad896192,620b8e67d3ea681f35ebe561,620be2a4854f936fad898f85,620c0327d3ea681f35ebfaf8
55,0xbe94cfa733d906381ddc87d7ddab149b5f04656e,MIM,Avalanche,Fantom,Avalanche,Fantom,Avalanche,620e6a8edcf15fd1a4280b0f,620eb026dcf15fd1a42816d5,620ed2cfdcf15fd1a4281c40,620ef90bdcf15fd1a4282177
56,0x777777777d60721db99f395076d8fc5fec72da65,USDT,Avalanche,BNB CHAIN,Avalanche,BNB CHAIN,Avalanche,6209f1dd854f936fad88b9b4,620a54d8854f936fad88cd3a,620a57bb854f936fad88cdc5,620aae69854f936fad8903ea
57,0xa8e4836b6125178ffa0b7a4f9a7d803186d265fc,USDC,BNB CHAIN,Fantom,Polygon,BNB CHAIN,Fantom,6211361f11d45e0a4967a88c,621225f711d45e0a49687244,6212318411d45e0a49687492,621254b611d45e0a49688d56
58,0xfff50a8e6aae5a0195845a860da58a904b006cea,USDC,BNB CHAIN,Fantom,BNB CHAIN,Fantom,BNB CHAIN,620cb687d3ea681f35ec1591,620cffe3d3ea681f35ec1fb9,620d4495d3ea681f35ec2c25,620dc971d3ea681f35ec4110
59,0xfff50a8e6aae5a0195845a860da58a904b006cea,USDC,Fantom,BNB CHAIN,Fantom,BNB CHAIN,Fantom,620cffe3d3ea681f35ec1fb9,620d4495d3ea681f35ec2c25,620dc971d3ea681f35ec4110,620df20fdcf15fd1a427fa57
60,0x78de8e8e9fdcaeba199c2aefbd1a69c4bccdd9e6,AVAX,Fantom,Avalanche,Fantom,Avalanche,Fantom,620bc6a8d3ea681f35ebef73,620c41f5d3ea681f35ec055c,620d1d57d3ea681f35ec2574,620d332ad3ea681f35ec2936
61,0x19ee9848f86a8c4aa841b86321ef601e97bb672b,BNB,BNB CHAIN,Fantom,BNB CHAIN,Fantom,BNB CHAIN,621129579e1cf703a57a4888,62116fe59e1cf703a57a535d,6211781d9e1cf703a57a547c,62117bda9e1cf703a57a54e5
62,0x35bfae7048f9c1543b427db1726ef9123b24e5fb,USDT,BNB CHAIN,Fantom,BNB CHAIN,Fantom,BNB CHAIN,620f934711d45e0a4966fc29,620fc4fa11d45e0a49670de2,6210490711d45e0a49674cff,62109a7411d45e0a49676c89
63,0x35bfae7048f9c1543b427db1726ef9123b24e5fb,USDT,Fantom,BNB CHAIN,Fantom,BNB CHAIN,Fantom,620fc4fa11d45e0a49670de2,6210490711d45e0a49674cff,62109a7411d45e0a49676c89,6211206811d45e0a49679a0a
64,0x486569ab60a865855d10c48d09475bb702c6a7d5,USDC,Avalanche,Fantom,BNB CHAIN,Fantom,Avalanche,62095e75d3ea681f35eb9464,62095eb3d3ea681f35eb9470,620a5a77d3ea681f35ebb778,620a5af5d3ea681f35ebb786
65,0x486569ab60a865855d10c48d09475bb702c6a7d5,USDC,Fantom,BNB CHAIN,Fantom,Avalanche,Fantom,62095eb3d3ea681f35eb9470,620a5a77d3ea681f35ebb778,620a5af5d3ea681f35ebb786,620a8c70d3ea681f35ebbf7f
66,0xbd485523bb960b27c38d3f9ad47f0d3a384e69ce,BNB,BNB CHAIN,Fantom,BNB CHAIN,Fantom,BNB CHAIN,620bd0bfd3ea681f35ebf15a,620c3ccdd3ea681f35ec0490,620c3dfcd3ea681f35ec04c5,620c4b93d3ea681f35ec06b1
67,0x8457b708cdefe34ebc9f9167a3fbdc26d4cbc180,MIMIR,Polygon,BNB CHAIN,Ethereum,BNB CHAIN,Ethereum,6210064a11d45e0a496734d2,621017569e1cf703a57a2475,621018c211d45e0a496738ce,62101b199e1cf703a57a24ea
68,0x054ea27e7212c1a8d738d63ba16bb5e77554448c,USDC,BNB CHAIN,Fantom,Avalanche,Fantom,BNB CHAIN,6211803f11d45e0a49681396,621163a111d45e0a4967eb6b,62119ad211d45e0a49683a7d,6211b47d11d45e0a4968596c
69,0x463d391267559b36c85c9ef3d85d87e7a0c0d386,USDT,Avalanche,Fantom,Avalanche,Fantom,Avalanche,620adb21d3ea681f35ebcb7b,620bafb6d3ea681f35ebeb28,620bb805d3ea681f35ebec92,620c372bd3ea681f35ec0385
70,0xc7b65c91609d3eee03401aa569ba41902404e38d,USDC,BNB CHAIN,Fantom,Ethereum,Fantom,Ethereum,620b1aa9d3ea681f35ebd434,620b1b1ad3ea681f35ebd443,620bb11dd3ea681f35ebeb5c,620c5874d3ea681f35ec08b7
71,0x7a6a59588b8106045303e1923227a2cefbec2b66,ICE,Fantom,Ethereum,Fantom,Ethereum,Fantom,620d3233d3ea681f35ec28fc,620e234f62d48eee70edf33d,620eb059dcf15fd1a42816d9,620f41552aaabc039b737b5e
72,0x7967d013f76324c1844297e31c4eb4d98dbfa3a5,USDC,Avalanche,Fantom,Avalanche,Fantom,Polygon,620fdbe59e1cf703a57a1b97,620fe1749e1cf703a57a1c65,621013e29e1cf703a57a23fe,621014889e1cf703a57a2417
73,0x34e5abdc58f1c72eac58f5624fac9c74a6e5cd3b,USDT,Fantom,BNB CHAIN,Fantom,BNB CHAIN,Avalanche,6211322911d45e0a4967a52c,62119a1f11d45e0a496839ad,6211b18011d45e0a49685864,62126a3c11d45e0a496895bd
74,0x56feea4525a1fe9a8ebedfd0429016d1e7cecf03,USDC,Fantom,Ethereum,Fantom,Ethereum,Fantom,620d8966d3ea681f35ec37f0,620de6c6dcf15fd1a427f904,620ea915dcf15fd1a42815c6,620eee00dcf15fd1a428201c
75,0xb3ab08e50adaf5d17b4ed045e660a5094a83bc01,WETH,Fantom,Ethereum,Fantom,Ethereum,Fantom,620b5e9fd3ea681f35ebdd54,620b7c99d3ea681f35ebe21c,620bd4fbd3ea681f35ebf238,620bfa39d3ea681f35ebf971
76,0x2fc092eb640b78bf990e232c8beb6b83d903da96,USDC,Polygon,BNB CHAIN,Polygon,BNB CHAIN,Polygon,620f941811d45e0a4966fc46,620f98a711d45e0a4966fd4d,620f9fb411d45e0a4966fef6,620fa13e11d45e0a4966ff56
77,0x174124f9d6096b2c83064a21335b0f515e9f2b7f,USDC,BNB CHAIN,Avalanche,Polygon,Avalanche,BNB CHAIN,620cb23c26b3d8ba9857da72,620cb86426b3d8ba9857dc2b,620cba1c26b3d8ba9857dc6d,620cfed73c8253c5fb8b8838
78,0xca229c7f46d5b3c44e0c8d28f1d21f74ad4af333,USDT,BNB CHAIN,Avalanche,BNB CHAIN,Avalanche,BNB CHAIN,620f919811d45e0a4966fbe9,620fa01911d45e0a4966ff11,6210185711d45e0a496738ad,62101aa211d45e0a49673973
79,0xca229c7f46d5b3c44e0c8d28f1d21f74ad4af333,USDT,Avalanche,BNB CHAIN,Avalanche,BNB CHAIN,Avalanche,620fa01911d45e0a4966ff11,6210185711d45e0a496738ad,62101aa211d45e0a49673973,62109d4411d45e0a49676d0b
80,0xca229c7f46d5b3c44e0c8d28f1d21f74ad4af333,USDT,BNB CHAIN,Avalanche,BNB CHAIN,Avalanche,BNB CHAIN,6210185711d45e0a496738ad,62101aa211d45e0a49673973,62109d4411d45e0a49676d0b,6210a25611d45e0a49676de3
81,0xca229c7f46d5b3c44e0c8d28f1d21f74ad4af333,USDT,Avalanche,BNB CHAIN,Avalanche,BNB CHAIN,Avalanche,62101aa211d45e0a49673973,62109d4411d45e0a49676d0b,6210a25611d45e0a49676de3,621107cd11d45e0a49679241
82,0x45d1e38b511a7158792e46df9a4c05eec745f2a5,USDT,Avalanche,BNB CHAIN,Avalanche,BNB CHAIN,Avalanche,620d24733c8253c5fb8b9374,620d3f0e3c8253c5fb8b9e67,620e03669e7d5ed1f4f40f8d,620e6cde62d48eee70ee1da1
83,0x34fba918ede406876e452df0ce75ffb9b6b3aca3,DAI,Avalanche,Fantom,Polygon,BNB CHAIN,Polygon,620a45cf854f936fad88cab4,620a53fc854f936fad88cd15,620ad261854f936fad892f1d,620ae0b7854f936fad893dc5
84,0x34fba918ede406876e452df0ce75ffb9b6b3aca3,DAI,Fantom,Polygon,BNB CHAIN,Polygon,BNB CHAIN,620a53fc854f936fad88cd15,620ad261854f936fad892f1d,620ae0b7854f936fad893dc5,620b6d58854f936fad896351
85,0x34fba918ede406876e452df0ce75ffb9b6b3aca3,DAI,Polygon,BNB CHAIN,Polygon,BNB CHAIN,Avalanche,620ad261854f936fad892f1d,620ae0b7854f936fad893dc5,620b6d58854f936fad896351,620bba91854f936fad8979f9
86,0x34fba918ede406876e452df0ce75ffb9b6b3aca3,DAI,BNB CHAIN,Polygon,BNB CHAIN,Avalanche,Fantom,620ae0b7854f936fad893dc5,620b6d58854f936fad896351,620bba91854f936fad8979f9,620beeb5854f936fad89926d
87,0x34fba918ede406876e452df0ce75ffb9b6b3aca3,DAI,Polygon,BNB CHAIN,Avalanche,Fantom,BNB CHAIN,620b6d58854f936fad896351,620bba91854f936fad8979f9,620beeb5854f936fad89926d,620c074f854f936fad89973b
88,0x34fba918ede406876e452df0ce75ffb9b6b3aca3,DAI,BNB CHAIN,Avalanche,Fantom,BNB CHAIN,Fantom,620bba91854f936fad8979f9,620beeb5854f936fad89926d,620c074f854f936fad89973b,620c323b854f936fad89a185
89,0x34fba918ede406876e452df0ce75ffb9b6b3aca3,DAI,Avalanche,Fantom,BNB CHAIN,Fantom,Polygon,620beeb5854f936fad89926d,620c074f854f936fad89973b,620c323b854f936fad89a185,620cd1501ddd18c557e91d13
90,0x2b9c84167c03f0867e018fb92aee47fd5afa8931,USDC,Fantom,BNB CHAIN,Fantom,BNB CHAIN,Fantom,6209949dd3ea681f35eb9d9f,620a0e7cd3ea681f35ebadc5,620a62a0d3ea681f35ebb8bd,620a7561d3ea681f35ebbbe9
91,0x2b9c84167c03f0867e018fb92aee47fd5afa8931,USDC,BNB CHAIN,Fantom,BNB CHAIN,Fantom,Avalanche,620a0e7cd3ea681f35ebadc5,620a62a0d3ea681f35ebb8bd,620a7561d3ea681f35ebbbe9,620b4d05d3ea681f35ebdb0c
92,0x16495781ba762c06662627a80b84dedc03cae96b,USDT,Avalanche,Fantom,BNB CHAIN,Fantom,Avalanche,620acf6b854f936fad892bcf,620b7b13854f936fad89662a,620bb1d9854f936fad89760a,620c1f29854f936fad899d08
93,0x0b368fbdcf7e0042614af02b446e11061fd93084,MIM,Avalanche,Fantom,BNB CHAIN,Fantom,Avalanche,620fb8e09e1cf703a57a1511,620fb91e9e1cf703a57a151a,620fcbe29e1cf703a57a18aa,620fe9b49e1cf703a57a1dee
94,0x0b368fbdcf7e0042614af02b446e11061fd93084,MIM,Fantom,BNB CHAIN,Fantom,Avalanche,Fantom,620fb91e9e1cf703a57a151a,620fcbe29e1cf703a57a18aa,620fe9b49e1cf703a57a1dee,621053699e1cf703a57a2b8a
95,0x0b368fbdcf7e0042614af02b446e11061fd93084,MIM,BNB CHAIN,Fantom,Avalanche,Fantom,Avalanche,620fcbe29e1cf703a57a18aa,620fe9b49e1cf703a57a1dee,621053699e1cf703a57a2b8a,62106ff29e1cf703a57a2f00
96,0xe0c1efcfe9eddcddf20f476473aa1db95bfd62bb,YOSHI,BNB CHAIN,Fantom,BNB CHAIN,Fantom,BNB CHAIN,620b78c3854f936fad8965d1,620c6295854f936fad89bc85,620cb55726b3d8ba9857db66,620d0a663c8253c5fb8b8b89
97,0xe0c1efcfe9eddcddf20f476473aa1db95bfd62bb,YOSHI,Fantom,BNB CHAIN,Fantom,BNB CHAIN,Fantom,620c6295854f936fad89bc85,620cb55726b3d8ba9857db66,620d0a663c8253c5fb8b8b89,620df3399e7d5ed1f4f40c13
98,0xe0c1efcfe9eddcddf20f476473aa1db95bfd62bb,YOSHI,BNB CHAIN,Fantom,BNB CHAIN,Fantom,BNB CHAIN,620cb55726b3d8ba9857db66,620d0a663c8253c5fb8b8b89,620df3399e7d5ed1f4f40c13,620e2ec362d48eee70edf59b
99,0x2f5f8aede9ad024b08bbb9ec92a09c109e224a4e,USDC,Fantom,Polygon,Fantom,BNB CHAIN,Fantom,620a074e854f936fad88be0d,620a535a854f936fad88ccff,620a8094854f936fad88df27,620a8216854f936fad88e00b
100,0x24067919e98e37d6af98d747ebafa8aab31db2c8,MIM,Fantom,Avalanche,Fantom,Avalanche,Fantom,620fcafd9e1cf703a57a1880,6210213a9e1cf703a57a25c1,621027489e1cf703a57a268d,62105ea89e1cf703a57a2cf0
101,0xcada38b3d2e3d8714e783ae8c420b4024817e3e8,USDC,Polygon,BNB CHAIN,Polygon,BNB CHAIN,Polygon,62099e7f2219a24b7e94ca75,6209a00c2219a24b7e94cb02,6209a1bb2219a24b7e94cb90,6209a3ce2219a24b7e94cc86
102,0xcada38b3d2e3d8714e783ae8c420b4024817e3e8,USDC,Polygon,BNB CHAIN,Polygon,BNB CHAIN,Polygon,620b5de7854f936fad895d64,620b6000854f936fad895eb9,620b618c854f936fad895f8d,620b6357854f936fad896077
